date,season,competition,league_match,home_team,away_team,home_score,away_score,home_pen,away_pen,penalties,shootout_winner,neutral,venue,event_id,stage
1998-08-08,1998,MLS,True,San Jose Earthquakes,Red Bull New York,5,1,,,False,,False,,fbcsv-mls-1998-1998-08-08-San Jose Earthquakes-Red Bull New York,Regular
1998-08-11,1998,MLS,True,Red Bull New York,Columbus Crew SC,3,1,,,False,,False,,fbcsv-mls-1998-1998-08-11-Red Bull New York-Columbus Crew SC,Regular
1998-08-12,1998,MLS,True,LA Galaxy,Sporting Kansas City,3,0,,,False,,False,,fbcsv-mls-1998-1998-08-12-LA Galaxy-Sporting Kansas City,Regular
1998-08-13,1998,MLS,True,Tampa Bay Mutiny,New England Revolution,1,2,,,False,,False,,fbcsv-mls-1998-1998-08-13-Tampa Bay Mutiny-New England Revolution,Regular
1998-08-14,1998,MLS,True,Chicago Fire,San Jose Earthquakes,2,1,,,False,,False,,fbcsv-mls-1998-1998-08-14-Chicago Fire-San Jose Earthquakes,Regular
1998-08-14,1998,MLS,True,Colorado Rapids,FC Dallas,0,1,,,False,,False,,fbcsv-mls-1998-1998-08-14-Colorado Rapids-FC Dallas,Regular
1998-08-14,1998,MLS,True,Miami Fusion,Red Bull New York,3,1,,,False,,False,,fbcsv-mls-1998-1998-08-14-Miami Fusion-Red Bull New York,Regular
1998-08-15,1998,MLS,True,Columbus Crew SC,Sporting Kansas City,5,3,,,False,,False,,fbcsv-mls-1998-1998-08-15-Columbus Crew SC-Sporting Kansas City,Regular
1998-08-17,1998,MLS,True,Red Bull New York,Colorado Rapids,4,1,,,False,,False,,fbcsv-mls-1998-1998-08-17-Red Bull New York-Colorado Rapids,Regular
1998-08-18,1998,MLS,True,Miami Fusion,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1998-1998-08-18-Miami Fusion-FC Dallas,Regular
1998-08-20,1998,MLS,True,Colorado Rapids,Chicago Fire,0,2,,,False,,False,,fbcsv-mls-1998-1998-08-20-Colorado Rapids-Chicago Fire,Regular
1998-08-21,1998,MLS,True,Columbus Crew SC,Tampa Bay Mutiny,3,1,,,False,,False,,fbcsv-mls-1998-1998-08-21-Columbus Crew SC-Tampa Bay Mutiny,Regular
1998-08-21,1998,MLS,True,D.C. United,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1998-1998-08-21-D.C. United-Red Bull New York,Regular
1998-08-21,1998,MLS,True,San Jose Earthquakes,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1998-1998-08-21-San Jose Earthquakes-FC Dallas,Regular
1998-08-21,1998,MLS,True,New England Revolution,LA Galaxy,1,5,,,False,,False,,fbcsv-mls-1998-1998-08-21-New England Revolution-LA Galaxy,Regular
1998-08-22,1998,MLS,True,Sporting Kansas City,Miami Fusion,2,0,,,False,,False,,fbcsv-mls-1998-1998-08-22-Sporting Kansas City-Miami Fusion,Regular
1998-08-25,1998,MLS,True,Sporting Kansas City,D.C. United,1,2,,,False,,False,,fbcsv-mls-1998-1998-08-25-Sporting Kansas City-D.C. United,Regular
1998-08-28,1998,MLS,True,FC Dallas,Red Bull New York,2,0,,,False,,False,,fbcsv-mls-1998-1998-08-28-FC Dallas-Red Bull New York,Regular
1998-08-28,1998,MLS,True,San Jose Earthquakes,Colorado Rapids,1,3,,,False,,False,,fbcsv-mls-1998-1998-08-28-San Jose Earthquakes-Colorado Rapids,Regular
1998-08-28,1998,MLS,True,LA Galaxy,Columbus Crew SC,0,3,,,False,,False,,fbcsv-mls-1998-1998-08-28-LA Galaxy-Columbus Crew SC,Regular
1998-08-28,1998,MLS,True,Tampa Bay Mutiny,D.C. United,3,2,,,False,,False,,fbcsv-mls-1998-1998-08-28-Tampa Bay Mutiny-D.C. United,Regular
1998-08-28,1998,MLS,True,Sporting Kansas City,Chicago Fire,2,3,,,False,,False,,fbcsv-mls-1998-1998-08-28-Sporting Kansas City-Chicago Fire,Regular
1998-08-29,1998,MLS,True,Miami Fusion,New England Revolution,3,2,,,False,,False,,fbcsv-mls-1998-1998-08-29-Miami Fusion-New England Revolution,Regular
1998-09-01,1998,MLS,True,Chicago Fire,Miami Fusion,3,2,,,False,,False,,fbcsv-mls-1998-1998-09-01-Chicago Fire-Miami Fusion,Regular
1998-09-01,1998,MLS,True,Colorado Rapids,Sporting Kansas City,3,2,,,False,,False,,fbcsv-mls-1998-1998-09-01-Colorado Rapids-Sporting Kansas City,Regular
1998-09-01,1998,MLS,True,LA Galaxy,FC Dallas,3,0,,,False,,False,,fbcsv-mls-1998-1998-09-01-LA Galaxy-FC Dallas,Regular
1998-09-01,1998,MLS,True,Red Bull New York,New England Revolution,0,2,,,False,,False,,fbcsv-mls-1998-1998-09-01-Red Bull New York-New England Revolution,Regular
1998-09-02,1998,MLS,True,Tampa Bay Mutiny,San Jose Earthquakes,2,1,,,False,,False,,fbcsv-mls-1998-1998-09-02-Tampa Bay Mutiny-San Jose Earthquakes,Regular
1998-09-04,1998,MLS,True,Miami Fusion,LA Galaxy,3,5,,,False,,False,,fbcsv-mls-1998-1998-09-04-Miami Fusion-LA Galaxy,Regular
1998-09-04,1998,MLS,True,Sporting Kansas City,San Jose Earthquakes,5,1,,,False,,False,,fbcsv-mls-1998-1998-09-04-Sporting Kansas City-San Jose Earthquakes,Regular
1998-09-05,1998,MLS,True,Columbus Crew SC,Red Bull New York,4,3,,,False,,False,,fbcsv-mls-1998-1998-09-05-Columbus Crew SC-Red Bull New York,Regular
1998-09-08,1998,MLS,True,Columbus Crew SC,Miami Fusion,1,0,,,False,,False,,fbcsv-mls-1998-1998-09-08-Columbus Crew SC-Miami Fusion,Regular
1998-09-09,1998,MLS,True,FC Dallas,Chicago Fire,3,2,,,False,,False,,fbcsv-mls-1998-1998-09-09-FC Dallas-Chicago Fire,Regular
1998-09-11,1998,MLS,True,New England Revolution,Columbus Crew SC,2,0,,,False,,False,,fbcsv-mls-1998-1998-09-11-New England Revolution-Columbus Crew SC,Regular
1998-09-12,1998,MLS,True,Chicago Fire,Colorado Rapids,3,1,,,False,,False,,fbcsv-mls-1998-1998-09-12-Chicago Fire-Colorado Rapids,Regular
1998-09-12,1998,MLS,True,FC Dallas,San Jose Earthquakes,1,3,,,False,,False,,fbcsv-mls-1998-1998-09-12-FC Dallas-San Jose Earthquakes,Regular
1998-09-12,1998,MLS,True,Miami Fusion,D.C. United,4,3,,,False,,False,,fbcsv-mls-1998-1998-09-12-Miami Fusion-D.C. United,Regular
1998-09-12,1998,MLS,True,Tampa Bay Mutiny,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1998-1998-09-12-Tampa Bay Mutiny-Red Bull New York,Regular
1998-09-15,1998,MLS,True,Columbus Crew SC,Colorado Rapids,2,4,,,False,,False,,fbcsv-mls-1998-1998-09-15-Columbus Crew SC-Colorado Rapids,Regular
1998-09-15,1998,MLS,True,San Jose Earthquakes,LA Galaxy,0,1,,,False,,False,,fbcsv-mls-1998-1998-09-15-San Jose Earthquakes-LA Galaxy,Regular
1998-09-15,1998,MLS,True,Red Bull New York,D.C. United,0,5,,,False,,False,,fbcsv-mls-1998-1998-09-15-Red Bull New York-D.C. United,Regular
1998-09-16,1998,MLS,True,Chicago Fire,Sporting Kansas City,1,0,,,False,,False,,fbcsv-mls-1998-1998-09-16-Chicago Fire-Sporting Kansas City,Regular
1998-09-18,1998,MLS,True,Colorado Rapids,Columbus Crew SC,2,1,,,False,,False,,fbcsv-mls-1998-1998-09-18-Colorado Rapids-Columbus Crew SC,Regular
1998-09-18,1998,MLS,True,D.C. United,Miami Fusion,1,3,,,False,,False,,fbcsv-mls-1998-1998-09-18-D.C. United-Miami Fusion,Regular
1998-09-18,1998,MLS,True,New England Revolution,Tampa Bay Mutiny,3,0,,,False,,False,,fbcsv-mls-1998-1998-09-18-New England Revolution-Tampa Bay Mutiny,Regular
1998-09-18,1998,MLS,True,Sporting Kansas City,FC Dallas,0,1,,,False,,False,,fbcsv-mls-1998-1998-09-18-Sporting Kansas City-FC Dallas,Regular
1998-09-19,1998,MLS,True,LA Galaxy,San Jose Earthquakes,0,1,,,False,,False,,fbcsv-mls-1998-1998-09-19-LA Galaxy-San Jose Earthquakes,Regular
1998-09-22,1998,MLS,True,Chicago Fire,New England Revolution,3,2,,,False,,False,,fbcsv-mls-1998-1998-09-22-Chicago Fire-New England Revolution,Regular
1998-09-23,1998,MLS,True,Columbus Crew SC,Tampa Bay Mutiny,3,4,,,False,,False,,fbcsv-mls-1998-1998-09-23-Columbus Crew SC-Tampa Bay Mutiny,Regular
1998-09-25,1998,MLS,True,Colorado Rapids,FC Dallas,3,1,,,False,,False,,fbcsv-mls-1998-1998-09-25-Colorado Rapids-FC Dallas,Regular
1998-09-25,1998,MLS,True,New England Revolution,Red Bull New York,0,1,,,False,,False,,fbcsv-mls-1998-1998-09-25-New England Revolution-Red Bull New York,Regular
1998-09-26,1998,MLS,True,D.C. United,Columbus Crew SC,3,2,,,False,,False,,fbcsv-mls-1998-1998-09-26-D.C. United-Columbus Crew SC,Regular
1998-09-26,1998,MLS,True,San Jose Earthquakes,Sporting Kansas City,2,0,,,False,,False,,fbcsv-mls-1998-1998-09-26-San Jose Earthquakes-Sporting Kansas City,Regular
1998-09-26,1998,MLS,True,LA Galaxy,Chicago Fire,1,0,,,False,,False,,fbcsv-mls-1998-1998-09-26-LA Galaxy-Chicago Fire,Regular
1998-09-26,1998,MLS,True,Miami Fusion,Tampa Bay Mutiny,1,3,,,False,,False,,fbcsv-mls-1998-1998-09-26-Miami Fusion-Tampa Bay Mutiny,Regular
1998-09-29,1998,MLS,True,Columbus Crew SC,Red Bull New York,5,3,,,False,,False,,fbcsv-mls-1998-1998-09-29-Columbus Crew SC-Red Bull New York,Playoff
1998-09-29,1998,MLS,True,D.C. United,Miami Fusion,2,1,,,False,,False,,fbcsv-mls-1998-1998-09-29-D.C. United-Miami Fusion,Playoff
1998-09-30,1998,MLS,True,Chicago Fire,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1998-1998-09-30-Chicago Fire-Colorado Rapids,Playoff
1998-09-30,1998,MLS,True,LA Galaxy,FC Dallas,6,1,,,False,,False,,fbcsv-mls-1998-1998-09-30-LA Galaxy-FC Dallas,Playoff
1998-10-03,1998,MLS,True,FC Dallas,LA Galaxy,2,3,,,False,,False,,fbcsv-mls-1998-1998-10-03-FC Dallas-LA Galaxy,Playoff
1998-10-04,1998,MLS,True,Colorado Rapids,Chicago Fire,0,1,,,False,,False,,fbcsv-mls-1998-1998-10-04-Colorado Rapids-Chicago Fire,Playoff
1998-10-09,1998,MLS,True,LA Galaxy,Chicago Fire,0,1,,,False,,False,,fbcsv-mls-1998-1998-10-09-LA Galaxy-Chicago Fire,Playoff
1998-10-10,1998,MLS,True,D.C. United,Columbus Crew SC,2,0,,,False,,False,,fbcsv-mls-1998-1998-10-10-D.C. United-Columbus Crew SC,Playoff
1998-10-17,1998,MLS,True,Columbus Crew SC,D.C. United,4,2,,,False,,False,,fbcsv-mls-1998-1998-10-17-Columbus Crew SC-D.C. United,Playoff
1998-10-20,1998,MLS,True,D.C. United,Columbus Crew SC,3,0,,,False,,False,,fbcsv-mls-1998-1998-10-20-D.C. United-Columbus Crew SC,Playoff
1998-10-24,1998,MLS,True,Chicago Fire,D.C. United,2,0,,,False,,False,,fbcsv-mls-1998-1998-10-24-Chicago Fire-D.C. United,Playoff
1999-03-19,1999,MLS,True,FC Dallas,Sporting Kansas City,4,0,,,False,,False,,fbcsv-mls-1999-1999-03-19-FC Dallas-Sporting Kansas City,Regular
1999-03-19,1999,MLS,True,San Jose Earthquakes,Chicago Fire,1,3,,,False,,False,,fbcsv-mls-1999-1999-03-19-San Jose Earthquakes-Chicago Fire,Regular
1999-03-19,1999,MLS,True,LA Galaxy,Colorado Rapids,2,1,,,False,,False,,fbcsv-mls-1999-1999-03-19-LA Galaxy-Colorado Rapids,Regular
1999-03-19,1999,MLS,True,Miami Fusion,Red Bull New York,2,3,,,False,,False,,fbcsv-mls-1999-1999-03-19-Miami Fusion-Red Bull New York,Regular
1999-03-19,1999,MLS,True,Tampa Bay Mutiny,D.C. United,2,5,,,False,,False,,fbcsv-mls-1999-1999-03-19-Tampa Bay Mutiny-D.C. United,Regular
1999-03-26,1999,MLS,True,San Jose Earthquakes,Colorado Rapids,3,2,,,False,,False,,fbcsv-mls-1999-1999-03-26-San Jose Earthquakes-Colorado Rapids,Regular
1999-03-26,1999,MLS,True,Sporting Kansas City,Chicago Fire,0,3,,,False,,False,,fbcsv-mls-1999-1999-03-26-Sporting Kansas City-Chicago Fire,Regular
1999-03-27,1999,MLS,True,LA Galaxy,FC Dallas,1,0,,,False,,False,,fbcsv-mls-1999-1999-03-27-LA Galaxy-FC Dallas,Regular
1999-03-27,1999,MLS,True,Miami Fusion,New England Revolution,2,1,,,False,,False,,fbcsv-mls-1999-1999-03-27-Miami Fusion-New England Revolution,Regular
1999-03-27,1999,MLS,True,Red Bull New York,Columbus Crew SC,1,0,,,False,,False,,fbcsv-mls-1999-1999-03-27-Red Bull New York-Columbus Crew SC,Regular
1999-04-02,1999,MLS,True,San Jose Earthquakes,LA Galaxy,2,1,,,False,,False,,fbcsv-mls-1999-1999-04-02-San Jose Earthquakes-LA Galaxy,Regular
1999-04-02,1999,MLS,True,Miami Fusion,Chicago Fire,1,4,,,False,,False,,fbcsv-mls-1999-1999-04-02-Miami Fusion-Chicago Fire,Regular
1999-04-02,1999,MLS,True,Tampa Bay Mutiny,Columbus Crew SC,2,3,,,False,,False,,fbcsv-mls-1999-1999-04-02-Tampa Bay Mutiny-Columbus Crew SC,Regular
1999-04-02,1999,MLS,True,Red Bull New York,D.C. United,0,1,,,False,,False,,fbcsv-mls-1999-1999-04-02-Red Bull New York-D.C. United,Regular
1999-04-02,1999,MLS,True,Sporting Kansas City,New England Revolution,0,1,,,False,,False,,fbcsv-mls-1999-1999-04-02-Sporting Kansas City-New England Revolution,Regular
1999-04-07,1999,MLS,True,LA Galaxy,Columbus Crew SC,1,2,,,False,,False,,fbcsv-mls-1999-1999-04-07-LA Galaxy-Columbus Crew SC,Regular
1999-04-09,1999,MLS,True,Chicago Fire,FC Dallas,0,1,,,False,,False,,fbcsv-mls-1999-1999-04-09-Chicago Fire-FC Dallas,Regular
1999-04-09,1999,MLS,True,Colorado Rapids,Miami Fusion,4,1,,,False,,False,,fbcsv-mls-1999-1999-04-09-Colorado Rapids-Miami Fusion,Regular
1999-04-09,1999,MLS,True,New England Revolution,D.C. United,2,3,,,False,,False,,fbcsv-mls-1999-1999-04-09-New England Revolution-D.C. United,Regular
1999-04-09,1999,MLS,True,Sporting Kansas City,San Jose Earthquakes,1,2,,,False,,False,,fbcsv-mls-1999-1999-04-09-Sporting Kansas City-San Jose Earthquakes,Regular
1999-04-10,1999,MLS,True,Tampa Bay Mutiny,Red Bull New York,1,2,,,False,,False,,fbcsv-mls-1999-1999-04-10-Tampa Bay Mutiny-Red Bull New York,Regular
1999-04-14,1999,MLS,True,Miami Fusion,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1999-1999-04-14-Miami Fusion-FC Dallas,Regular
1999-04-16,1999,MLS,True,Chicago Fire,LA Galaxy,1,0,,,False,,False,,fbcsv-mls-1999-1999-04-16-Chicago Fire-LA Galaxy,Regular
1999-04-16,1999,MLS,True,Colorado Rapids,Sporting Kansas City,2,1,,,False,,False,,fbcsv-mls-1999-1999-04-16-Colorado Rapids-Sporting Kansas City,Regular
1999-04-16,1999,MLS,True,D.C. United,San Jose Earthquakes,1,2,,,False,,False,,fbcsv-mls-1999-1999-04-16-D.C. United-San Jose Earthquakes,Regular
1999-04-16,1999,MLS,True,New England Revolution,Columbus Crew SC,0,1,,,False,,False,,fbcsv-mls-1999-1999-04-16-New England Revolution-Columbus Crew SC,Regular
1999-04-17,1999,MLS,True,FC Dallas,Tampa Bay Mutiny,2,1,,,False,,False,,fbcsv-mls-1999-1999-04-17-FC Dallas-Tampa Bay Mutiny,Regular
1999-04-23,1999,MLS,True,D.C. United,New England Revolution,2,3,,,False,,False,,fbcsv-mls-1999-1999-04-23-D.C. United-New England Revolution,Regular
1999-04-23,1999,MLS,True,FC Dallas,Columbus Crew SC,2,0,,,False,,False,,fbcsv-mls-1999-1999-04-23-FC Dallas-Columbus Crew SC,Regular
1999-04-23,1999,MLS,True,LA Galaxy,San Jose Earthquakes,1,0,,,False,,False,,fbcsv-mls-1999-1999-04-23-LA Galaxy-San Jose Earthquakes,Regular
1999-04-23,1999,MLS,True,Miami Fusion,Sporting Kansas City,1,0,,,False,,False,,fbcsv-mls-1999-1999-04-23-Miami Fusion-Sporting Kansas City,Regular
1999-04-24,1999,MLS,True,Red Bull New York,Tampa Bay Mutiny,0,1,,,False,,False,,fbcsv-mls-1999-1999-04-24-Red Bull New York-Tampa Bay Mutiny,Regular
1999-04-27,1999,MLS,True,Sporting Kansas City,Columbus Crew SC,0,1,,,False,,False,,fbcsv-mls-1999-1999-04-27-Sporting Kansas City-Columbus Crew SC,Regular
1999-04-29,1999,MLS,True,San Jose Earthquakes,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1999-1999-04-29-San Jose Earthquakes-FC Dallas,Regular
1999-04-30,1999,MLS,True,Chicago Fire,D.C. United,3,2,,,False,,False,,fbcsv-mls-1999-1999-04-30-Chicago Fire-D.C. United,Regular
1999-04-30,1999,MLS,True,Tampa Bay Mutiny,Miami Fusion,2,1,,,False,,False,,fbcsv-mls-1999-1999-04-30-Tampa Bay Mutiny-Miami Fusion,Regular
1999-04-30,1999,MLS,True,New England Revolution,Colorado Rapids,1,2,,,False,,False,,fbcsv-mls-1999-1999-04-30-New England Revolution-Colorado Rapids,Regular
1999-04-30,1999,MLS,True,Red Bull New York,LA Galaxy,0,1,,,False,,False,,fbcsv-mls-1999-1999-04-30-Red Bull New York-LA Galaxy,Regular
1999-05-07,1999,MLS,True,D.C. United,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-07-D.C. United-Red Bull New York,Regular
1999-05-07,1999,MLS,True,FC Dallas,Colorado Rapids,1,2,,,False,,False,,fbcsv-mls-1999-1999-05-07-FC Dallas-Colorado Rapids,Regular
1999-05-07,1999,MLS,True,Tampa Bay Mutiny,Chicago Fire,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-07-Tampa Bay Mutiny-Chicago Fire,Regular
1999-05-07,1999,MLS,True,New England Revolution,Miami Fusion,1,0,,,False,,False,,fbcsv-mls-1999-1999-05-07-New England Revolution-Miami Fusion,Regular
1999-05-07,1999,MLS,True,Sporting Kansas City,LA Galaxy,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-07-Sporting Kansas City-LA Galaxy,Regular
1999-05-08,1999,MLS,True,San Jose Earthquakes,Columbus Crew SC,1,2,,,False,,False,,fbcsv-mls-1999-1999-05-08-San Jose Earthquakes-Columbus Crew SC,Regular
1999-05-14,1999,MLS,True,Columbus Crew SC,New England Revolution,2,0,,,False,,False,,fbcsv-mls-1999-1999-05-14-Columbus Crew SC-New England Revolution,Regular
1999-05-14,1999,MLS,True,FC Dallas,San Jose Earthquakes,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-14-FC Dallas-San Jose Earthquakes,Regular
1999-05-14,1999,MLS,True,LA Galaxy,Tampa Bay Mutiny,0,1,,,False,,False,,fbcsv-mls-1999-1999-05-14-LA Galaxy-Tampa Bay Mutiny,Regular
1999-05-14,1999,MLS,True,Red Bull New York,Miami Fusion,3,2,,,False,,False,,fbcsv-mls-1999-1999-05-14-Red Bull New York-Miami Fusion,Regular
1999-05-14,1999,MLS,True,Sporting Kansas City,D.C. United,3,4,,,False,,False,,fbcsv-mls-1999-1999-05-14-Sporting Kansas City-D.C. United,Regular
1999-05-15,1999,MLS,True,Chicago Fire,Colorado Rapids,0,1,,,False,,False,,fbcsv-mls-1999-1999-05-15-Chicago Fire-Colorado Rapids,Regular
1999-05-21,1999,MLS,True,Chicago Fire,Sporting Kansas City,3,1,,,False,,False,,fbcsv-mls-1999-1999-05-21-Chicago Fire-Sporting Kansas City,Regular
1999-05-21,1999,MLS,True,Colorado Rapids,Red Bull New York,2,0,,,False,,False,,fbcsv-mls-1999-1999-05-21-Colorado Rapids-Red Bull New York,Regular
1999-05-21,1999,MLS,True,Columbus Crew SC,Tampa Bay Mutiny,0,1,,,False,,False,,fbcsv-mls-1999-1999-05-21-Columbus Crew SC-Tampa Bay Mutiny,Regular
1999-05-21,1999,MLS,True,San Jose Earthquakes,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-21-San Jose Earthquakes-FC Dallas,Regular
1999-05-21,1999,MLS,True,Miami Fusion,D.C. United,1,3,,,False,,False,,fbcsv-mls-1999-1999-05-21-Miami Fusion-D.C. United,Regular
1999-05-22,1999,MLS,True,LA Galaxy,New England Revolution,1,0,,,False,,False,,fbcsv-mls-1999-1999-05-22-LA Galaxy-New England Revolution,Regular
1999-05-25,1999,MLS,True,FC Dallas,Miami Fusion,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-25-FC Dallas-Miami Fusion,Regular
1999-05-26,1999,MLS,True,Colorado Rapids,San Jose Earthquakes,4,2,,,False,,False,,fbcsv-mls-1999-1999-05-26-Colorado Rapids-San Jose Earthquakes,Regular
1999-05-28,1999,MLS,True,Columbus Crew SC,LA Galaxy,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-28-Columbus Crew SC-LA Galaxy,Regular
1999-05-28,1999,MLS,True,D.C. United,Chicago Fire,3,1,,,False,,False,,fbcsv-mls-1999-1999-05-28-D.C. United-Chicago Fire,Regular
1999-05-28,1999,MLS,True,Miami Fusion,Tampa Bay Mutiny,2,1,,,False,,False,,fbcsv-mls-1999-1999-05-28-Miami Fusion-Tampa Bay Mutiny,Regular
1999-05-28,1999,MLS,True,Red Bull New York,New England Revolution,3,4,,,False,,False,,fbcsv-mls-1999-1999-05-28-Red Bull New York-New England Revolution,Regular
1999-06-02,1999,MLS,True,San Jose Earthquakes,Colorado Rapids,4,3,,,False,,False,,fbcsv-mls-1999-1999-06-02-San Jose Earthquakes-Colorado Rapids,Regular
1999-06-04,1999,MLS,True,D.C. United,Columbus Crew SC,1,0,,,False,,False,,fbcsv-mls-1999-1999-06-04-D.C. United-Columbus Crew SC,Regular
1999-06-04,1999,MLS,True,Tampa Bay Mutiny,Miami Fusion,1,0,,,False,,False,,fbcsv-mls-1999-1999-06-04-Tampa Bay Mutiny-Miami Fusion,Regular
1999-06-04,1999,MLS,True,New England Revolution,Chicago Fire,2,0,,,False,,False,,fbcsv-mls-1999-1999-06-04-New England Revolution-Chicago Fire,Regular
1999-06-04,1999,MLS,True,Red Bull New York,FC Dallas,2,5,,,False,,False,,fbcsv-mls-1999-1999-06-04-Red Bull New York-FC Dallas,Regular
1999-06-05,1999,MLS,True,LA Galaxy,Sporting Kansas City,1,0,,,False,,False,,fbcsv-mls-1999-1999-06-05-LA Galaxy-Sporting Kansas City,Regular
1999-06-09,1999,MLS,True,D.C. United,Miami Fusion,3,1,,,False,,False,,fbcsv-mls-1999-1999-06-09-D.C. United-Miami Fusion,Regular
1999-06-11,1999,MLS,True,San Jose Earthquakes,Tampa Bay Mutiny,2,1,,,False,,False,,fbcsv-mls-1999-1999-06-11-San Jose Earthquakes-Tampa Bay Mutiny,Regular
1999-06-11,1999,MLS,True,LA Galaxy,Chicago Fire,2,1,,,False,,False,,fbcsv-mls-1999-1999-06-11-LA Galaxy-Chicago Fire,Regular
1999-06-11,1999,MLS,True,Red Bull New York,Colorado Rapids,0,1,,,False,,False,,fbcsv-mls-1999-1999-06-11-Red Bull New York-Colorado Rapids,Regular
1999-06-11,1999,MLS,True,Sporting Kansas City,FC Dallas,1,0,,,False,,False,,fbcsv-mls-1999-1999-06-11-Sporting Kansas City-FC Dallas,Regular
1999-06-12,1999,MLS,True,Columbus Crew SC,D.C. United,1,2,,,False,,False,,fbcsv-mls-1999-1999-06-12-Columbus Crew SC-D.C. United,Regular
1999-06-12,1999,MLS,True,New England Revolution,Miami Fusion,4,3,,,False,,False,,fbcsv-mls-1999-1999-06-12-New England Revolution-Miami Fusion,Regular
1999-06-15,1999,MLS,True,Columbus Crew SC,New England Revolution,2,1,,,False,,False,,fbcsv-mls-1999-1999-06-15-Columbus Crew SC-New England Revolution,Regular
1999-06-15,1999,MLS,True,FC Dallas,D.C. United,3,0,,,False,,False,,fbcsv-mls-1999-1999-06-15-FC Dallas-D.C. United,Regular
1999-06-18,1999,MLS,True,Chicago Fire,San Jose Earthquakes,2,0,,,False,,False,,fbcsv-mls-1999-1999-06-18-Chicago Fire-San Jose Earthquakes,Regular
1999-06-18,1999,MLS,True,Colorado Rapids,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1999-1999-06-18-Colorado Rapids-FC Dallas,Regular
1999-06-18,1999,MLS,True,D.C. United,LA Galaxy,1,2,,,False,,False,,fbcsv-mls-1999-1999-06-18-D.C. United-LA Galaxy,Regular
1999-06-18,1999,MLS,True,Tampa Bay Mutiny,New England Revolution,2,3,,,False,,False,,fbcsv-mls-1999-1999-06-18-Tampa Bay Mutiny-New England Revolution,Regular
1999-06-19,1999,MLS,True,Sporting Kansas City,Red Bull New York,6,0,,,False,,False,,fbcsv-mls-1999-1999-06-19-Sporting Kansas City-Red Bull New York,Regular
1999-06-25,1999,MLS,True,Colorado Rapids,Chicago Fire,2,0,,,False,,False,,fbcsv-mls-1999-1999-06-25-Colorado Rapids-Chicago Fire,Regular
1999-06-25,1999,MLS,True,Columbus Crew SC,Red Bull New York,2,1,,,False,,False,,fbcsv-mls-1999-1999-06-25-Columbus Crew SC-Red Bull New York,Regular
1999-06-25,1999,MLS,True,D.C. United,Sporting Kansas City,3,0,,,False,,False,,fbcsv-mls-1999-1999-06-25-D.C. United-Sporting Kansas City,Regular
1999-06-25,1999,MLS,True,FC Dallas,New England Revolution,2,0,,,False,,False,,fbcsv-mls-1999-1999-06-25-FC Dallas-New England Revolution,Regular
1999-06-25,1999,MLS,True,Miami Fusion,San Jose Earthquakes,1,2,,,False,,False,,fbcsv-mls-1999-1999-06-25-Miami Fusion-San Jose Earthquakes,Regular
1999-06-26,1999,MLS,True,Tampa Bay Mutiny,LA Galaxy,2,4,,,False,,False,,fbcsv-mls-1999-1999-06-26-Tampa Bay Mutiny-LA Galaxy,Regular
1999-06-29,1999,MLS,True,Columbus Crew SC,San Jose Earthquakes,4,3,,,False,,False,,fbcsv-mls-1999-1999-06-29-Columbus Crew SC-San Jose Earthquakes,Regular
1999-06-29,1999,MLS,True,Red Bull New York,Tampa Bay Mutiny,2,1,,,False,,False,,fbcsv-mls-1999-1999-06-29-Red Bull New York-Tampa Bay Mutiny,Regular
1999-07-01,1999,MLS,True,Chicago Fire,FC Dallas,2,1,,,False,,False,,fbcsv-mls-1999-1999-07-01-Chicago Fire-FC Dallas,Regular
1999-07-02,1999,MLS,True,Tampa Bay Mutiny,Sporting Kansas City,1,2,,,False,,False,,fbcsv-mls-1999-1999-07-02-Tampa Bay Mutiny-Sporting Kansas City,Regular
1999-07-03,1999,MLS,True,Colorado Rapids,Columbus Crew SC,0,3,,,False,,False,,fbcsv-mls-1999-1999-07-03-Colorado Rapids-Columbus Crew SC,Regular
1999-07-03,1999,MLS,True,FC Dallas,Chicago Fire,1,2,,,False,,False,,fbcsv-mls-1999-1999-07-03-FC Dallas-Chicago Fire,Regular
1999-07-03,1999,MLS,True,San Jose Earthquakes,D.C. United,2,1,,,False,,False,,fbcsv-mls-1999-1999-07-03-San Jose Earthquakes-D.C. United,Regular
1999-07-03,1999,MLS,True,LA Galaxy,Miami Fusion,1,2,,,False,,False,,fbcsv-mls-1999-1999-07-03-LA Galaxy-Miami Fusion,Regular
